"SERIAL 
NUMBER",BANK NAME,BANK ID,BRANCH NAME,BRANCH ADDRESS,MAP COORDINATES,BRANCH POPULATION,POPULATION RATIO,YEAR,REVENUE,EXPENSE,PROFIT,BRANCH CODE,DIVISION NAME,DISTRICT NAME,THANA NAME
108,AGRANI BANK PLC,11,BANGLADESH HAT,"Gharpara, Manikganj","23.908893828687518, 89.98126740511576",54571,0.15%,2023,31032722.69,24376754.78,267791.13,110114,DHAKA,MANIKGANJ,MANIKGANJ SADAR
109,AGRANI BANK PLC,11,BOKTERPUR,"Naldanga Bazar, Kaliganj, Jhenaidah 7300","23.441597488930917, 89.16914234258499",96211,0.26%,2023,54712198.96,42977403.91,472128.78,110115,DHAKA,GAZIPUR,KALIGANJ
110,AGRANI BANK PLC,11,RAYERBAG,"Rayerbagh, Kadamtali, Dhaka","23.70427400091289, 90.4352257432675",424190,1.16%,2023,241223264.4,189485158.1,2081591.45,110116,DHAKA,DHAKA,KADAMTOLI
111,AGRANI BANK PLC,11,KALIGANJ BAZAR,"Kaliganj Bazar, Kotalipara, Gopalganj","23.735792458539258, 90.40016442128172",80427,0.22%,2023,45736412.03,35926763.87,394673.89,110117,DHAKA,GOPALGANJ,KOTWALIPARA
112,AGRANI BANK PLC,11,BHIMGONJ BAZAR,"Vimganj Bazar, Sherpur","24.957381944988263, 90.07413355442407",174013,1.38%,2023,160406994.7,47916460.02,526386.84,110118,MYMENSINGH,SHERPUR,SHERPUR SADAR
113,AGRANI BANK PLC,11,BSMRSTU,"BSMRSTU Branch ATM, Gopalganj","23.008475309150366, 89.82869599671045",120403,0.33%,2023,68469215.35,53783784.6,590842.4,110119,DHAKA,GOPALGANJ,GOPALGANJ SADAR
114,AGRANI BANK PLC,11,SREEBORDI,"Mollah Market, Sreebardi, Sherpur","23.3068790613235, 89.5912103163444",259648,2.07%,2023,239346710.5,71497175.7,785433.07,110120,MYMENSINGH,SHERPUR,SREEBORDI
115,AGRANI BANK PLC,11,AMRATALI BAZAR,"Barura Road, Amratali, Barura, Comilla 3500","23.396827846013977, 91.08558924089947",133689,0.47%,2023,74520910.84,58537498.87,643064.39,110121,CHATTOGRAM,CUMILLA,BARURA
116,AGRANI BANK PLC,11,BSCIC,"Ranir Bazar Road, Sadar, Comilla 3500","23.459700508862934, 91.17348568430799",41324,0.15%,2023,23035098.41,18094478.88,198777.11,110122,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
117,AGRANI BANK PLC,11,BALUTUPA,"Old Chittagong Road, Chapapur, Kotwali, Comilla 3500","22.405251142677805, 91.83322617743954",38742,0.14%,2023,21595404.76,16963573.95,186353.54,110123,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
118,AGRANI BANK PLC,11,BATAISORI BAZAR,"Bataisari Bazar, Barura, Comilla 3560","23.377831726145935, 91.05505225377561",162047,0.57%,2023,90328376.78,70954544.09,779471.99,110124,CHATTOGRAM,CUMILLA,BARURA
119,AGRANI BANK PLC,11,BAKSHAGANJ,"Bakshaganj, Hossamia, Nangalkot, Comilla 3583","23.062752900711924, 91.24583244725001",93497,0.33%,2023,52116973.7,40938808.38,449733.77,110125,CHATTOGRAM,CUMILLA,NANGOLKOT
120,AGRANI BANK PLC,11,CHANDINA,"Chandina, Comilla 3510","23.49005735435871, 90.99414839857381",350273,1.23%,2023,195249233.1,153371740,1684867.07,110126,CHATTOGRAM,CUMILLA,CHANDINA
121,AGRANI BANK PLC,11,HASANPUR,"Bakshaganj Road, Dhalua Bazar, Nangalkot, Comilla 3581","23.12513624849118, 91.2356211083505",104716,0.37%,2023,58371010.55,45851465.39,503701.82,110127,CHATTOGRAM,CUMILLA,NANGOLKOT
122,AGRANI BANK PLC,11,HOMNA,"Homna, Comilla 3546","23.683412483704974, 90.78152761392276",206386,0.73%,2023,115043717.9,90368883.49,992748.44,110128,CHATTOGRAM,CUMILLA,HOMNA
123,AGRANI BANK PLC,11,JAHAPUR,"Jahapur, Muradnagar, Comilla 3540","23.621241366941664, 90.8597919102143",523556,1.84%,2023,291840671.3,229246030.1,2518384.98,110129,CHATTOGRAM,CUMILLA,MURADNAGAR
124,AGRANI BANK PLC,11,JHALAM BAZAR,"Jhalam Bazar, Barura, Comilla 3560","23.388506550562035, 90.98550798787727",109382,0.39%,2023,60971654.32,47894317.26,526143.59,110130,CHATTOGRAM,CUMILLA,BARURA
125,AGRANI BANK PLC,11,KASHINAGAR,"Kashinagar Bazar, Chauddagram, Comilla 3550","23.32047505002354, 91.22471814695018",199642,0.70%,2023,111284253.4,87415757.32,960306.84,110131,CHATTOGRAM,CUMILLA,CHAUDDAGRAM
126,AGRANI BANK PLC,11,PADUAR BAZAR,"Bisha Road, Paduar Bazar, Ahmednagar, Sadar South, Comilla 3502","23.78709217220341, 91.14934245291302",258278,0.91%,2023,143969365.1,113090493,1242356.95,110132,CHATTOGRAM,CUMILLA,CUMILLA SADAR SOUTH
127,AGRANI BANK PLC,11,KHILA BAZAR,"Noakhali Road, Iqbal Nagar, Manoharganj, Comilla 3570","22.867156904448397, 91.1030144459566",137168,0.48%,2023,76460253.63,60060887.07,659799.59,110133,CHATTOGRAM,CUMILLA,MONOHORGANJ
128,AGRANI BANK PLC,11,LAKSAM,"Dawlatganj Road, Laksam, Comilla 3570","23.237385561754767, 91.11917408381068",159875,0.56%,2023,89117370.32,70003277.01,769021.83,110134,CHATTOGRAM,CUMILLA,LAKSHAM
129,AGRANI BANK PLC,11,MADHABPUR,"Brahmanbaria Road, Madhabpur, Brahmanpara, Comilla 3461","24.11456973657914, 91.2927145427462",110533,0.39%,2023,61613401.01,48398420.68,531681.42,110135,CHATTOGRAM,CUMILLA,BRAHMANPARA
130,AGRANI BANK PLC,11,DEBIDWAR,B.BARIA ROAD DEBIDWAR DEBIDWAR 3530 COMILLA,"23.550771158848665, 91.14745778137657",431352,1.52%,2023,240444302.5,188873269.7,2074869.54,110136,CHATTOGRAM,CUMILLA,DEBIDWAR
131,AGRANI BANK PLC,11,CHORSINDUR BAZAR,Shotorupa Complex Bazar Charsindur palash Narsingdi,"23.93037330788235, 90.72296662604592",137033,0.38%,2023,77926305.79,61212497.08,672450.61,110137,DHAKA,NARSHINGDI,PALASH
132,AGRANI BANK PLC,11,MONOHARPUR,"Kandirpar Road, Manoharpur, Comilla 3500","23.543779996663723, 91.19113904636451",23245,0.08%,2023,12957242.86,10178144.37,111812.13,110138,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
133,AGRANI BANK PLC,11,NASRATPUR,"Noakhali Road, Laksham, Comilla 3570","23.27869313245383, 91.12480501206083",115771,0.41%,2023,64533268.16,50692028.18,556877.88,110139,CHATTOGRAM,CUMILLA,LAKSHAM
134,AGRANI BANK PLC,11,NATHERPETUA,"Noakhali Road, Natherpatua, Manoharganj, Comilla 3570","23.141494624921442, 91.1245441236957",107775,0.38%,2023,60075913.57,47190696.99,518413.96,110140,CHATTOGRAM,CUMILLA,MONOHORGANJ
135,AGRANI BANK PLC,11,NIMSAR,"Bisha Road, Nimsar, Burichang, Comilla 3500","23.46434323039236, 91.18216089303255",129785,0.46%,2023,72344636.61,56827996.82,624284.63,110141,CHATTOGRAM,CUMILLA,BURICHANG
136,AGRANI BANK PLC,11,NANGOLKOT," 46MQ+C6M, Hasanpur Nangalkot Comilla Chittagong, A189","23.468397250847282, 91.17683938808204",373987,1.32%,2023,208467894.8,163755233.5,1798935.06,110142,CHATTOGRAM,CUMILLA,NANGOLKOT
137,AGRANI BANK PLC,11,RAJGONJ CORPORATE,"Chawkbazar Road, Comilla 3500","23.463908169034575, 91.18915608771657",15497,0.05%,2023,8638161.9,6785429.58,74541.42,110143,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
138,AGRANI BANK PLC,11,RUP BABU BAZAR,"PX8M+3H6, Barashalghar - Bangora Road, Bangura","23.715368758431666, 90.9839120543974",124433,0.44%,2023,69361463.25,54484661.16,598541.89,110144,CHATTOGRAM,CUMILLA,BANGORA
139,AGRANI BANK PLC,11,SHANKUCHAIL,"Shankachail Bazar, Burichang, Comilla 3500","23.463200722744194, 91.18100187961959",69420,0.24%,2023,38695968.42,30396370.39,333919.69,110145,CHATTOGRAM,CUMILLA,BURICHANG
140,AGRANI BANK PLC,11,TOMSONBRIDGE,"EPZ Road, Comilla Sadar, Comilla 3500","23.44077220832616, 91.17663507462868",61987,0.22%,2023,34552647.62,27141718.32,298165.67,110146,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
141,AGRANI BANK PLC,11,MUNSHIRHAT,"Degaldi, Munshirhat Bazar, Matlab South, Chandpur 3640","23.353981096212305, 90.7072199514237",244006,0.86%,2023,136014087.5,106841481.2,1173708.36,110147,CHATTOGRAM,CUMILLA,CHAUDDAGRAM
142,AGRANI BANK PLC,11,BATAKANDI BAZAR,"JQGX+7RP, Bass Bazar Road, Titas","23.62599753617715, 90.79957809672308",184617,0.65%,2023,102909238.4,80837034.31,888036.2,110148,CHATTOGRAM,CUMILLA,TITAS
143,AGRANI BANK PLC,11,HOUSING ESTATE,"Housing Estate, Comilla Sadar, Comilla 3500","23.605094367921474, 90.81540386620078",46490,0.16%,2023,25914485.71,20356288.74,223624.25,110149,CHATTOGRAM,CUMILLA,KOTWALI_CUMILLA
144,AGRANI BANK PLC,11,DAUDKANDI,"Daudkandi Bazar, Daudkandi, Comilla 3516","23.537336375337475, 90.71309172555745",349910,1.23%,2023,195046889.5,153212795.5,1683120.98,110150,CHATTOGRAM,CUMILLA,DAUDKANDI
145,AGRANI BANK PLC,11,BURICHANG," H43G+4PM, Comilla - Burichang Rd, Burichang 3520","23.553073519502398, 91.12675398137667",301825,1.06%,2023,168243341,132158132.1,1451824.73,110151,CHATTOGRAM,CUMILLA,BURICHANG
146,AGRANI BANK PLC,11,PATILJHAP BAZAR,"Kalakopa, Nawabganj, Dhaka","23.66317526221861, 90.16190581289675",73327,0.20%,2023,41698448.65,32754871.94,359829.03,110152,DHAKA,DHAKA,NAWABGANJ
147,AGRANI BANK PLC,11,KOMARGANJ,"Kalakopa, Nawabganj, Dhaka","23.653819848934095, 90.18284850122075",89267,0.24%,2023,50763328.8,39875496.27,438052.74,110153,DHAKA,DHAKA,NAWABGANJ
148,AGRANI BANK PLC,11,GOLARBAZAR,"Naria Bazar, Naria, Shariatpur 8020","23.307275792221812, 90.40841159671652",85876,0.24%,2023,48834873.36,38360660.28,421411.49,110154,DHAKA,SHARIATPUR,NARIA
149,AGRANI BANK PLC,11,GANGKULKANDI,Gangkulkandi Lebutala Monohardi Narsingdi,"24.224332582563054, 90.68439854193257",90787,0.25%,2023,51627635.86,40554424.82,445511.11,110155,DHAKA,NARSHINGDI,MONOHARDI
150,AGRANI BANK PLC,11,DELDUAR,"MOULOVIPARA, DELDUAR-1910, Tangail","24.165115740789258, 89.96382215193994",207278,0.57%,2023,117872358.6,92590830.97,1017157.67,110156,DHAKA,TANGAIL,DELDUAR
151,AGRANI BANK PLC,11,"SHEIKH HASINA MEDICAL
COLLEGE","Sheikh Hasina Medical College, Tangail","24.266918142749596, 89.92880049865794",145909,0.40%,2023,82973842.46,65177426.78,716007.39,110157,DHAKA,TANGAIL,TANGAIL SADAR
152,AGRANI BANK PLC,11,PAGAR,"Banesa Complex, 26 Anarkali Road, Monnu Nagar, Tongi, Gazipur","23.886202407103887, 90.40152202556474",68970,0.19%,2023,39221029.6,30808815.27,338450.61,110158,DHAKA,GAZIPUR,TONGI EAST
153,AGRANI BANK PLC,11,DHANBARI,"Dhanbari, Tangail","24.67963618353651, 89.94227552397682",36125,0.10%,2023,20543130.26,16136993.65,177273.14,110159,DHAKA,TANGAIL,DHANBARI
154,AGRANI BANK PLC,11,JODUNANDI BAZAR,"Zadunandi Bazar, Saltha, Faridpur","24.69497155959216, 89.57248232558204",124589,0.34%,2023,70849773.19,55653755.05,611384.99,110160,DHAKA,FARIDPUR,SALDA
155,AGRANI BANK PLC,11,COX`S BAZAR,"CXVG+984, Laldigir par Main Rd, Cox's Bazar 4800","21.430260123762746, 92.0053912188725",338760,1.19%,2023,188831654.7,148330618.2,1629487.77,110161,CHATTOGRAM,COX'S BAZAR,COX'S BAZAR SADAR
156,AGRANI BANK PLC,11,KHUTAKHALI,"Q37G+58C, Chakaria","21.763146727023063, 92.0757977831948",474465,1.67%,2023,264476358,207750876.1,2282249.71,110162,CHATTOGRAM,COX'S BAZAR,CHAKARIA
157,AGRANI BANK PLC,11,MARICHA,"Maricha, Ukhiya, Chittagong 4700","21.440971064175248, 91.97641241567095",207379,0.73%,2023,115597236.2,90803681.88,997524.92,110163,CHATTOGRAM,COX'S BAZAR,UKHIA
158,AGRANI BANK PLC,11,PARIBESH BHABAN,"Paribesh Bhaban, E/16 Shahid Shahabuddin Rd, Dhaka 1207","23.77730736941328, 90.37169885439869",79639,0.22%,2023,45287988.9,35574519.55,390804.31,110164,DHAKA,DHAKA,SHER-E-BANGLA NAGAR
159,AGRANI BANK PLC,11,TEKNAF,"Teknaf, Cox's Bazar 4760","20.86597301004892, 92.30147455434202",333840,1.18%,2023,186089147.5,146176330.1,1605821.81,110165,CHATTOGRAM,COX'S BAZAR,TEKNAF
160,AGRANI BANK PLC,11,BASON SOROK,N/A,"23.974182937047736, 90.38033454091155",124500,0.34%,2023,70799161.74,55613998.86,610948.24,110166,DHAKA,GAZIPUR,BASON
161,AGRANI BANK PLC,11,"SHER-E-BANGLA
KRISHI
BISHAWBIDDALAY",N/A,"23.771858910721953, 90.3750973832348",82127,0.23%,2023,46703238.55,36686223.28,403016.94,110167,DHAKA,DHAKA,SHER-E-BANGLA NAGAR
162,AGRANI BANK PLC,11,"SYED NAZRUL ISLAM
MEDICAL COLLEGE","CQMP+6JW, Kishorganj","24.437417335056775, 90.782285075731",227814,0.63%,2023,129550751.4,101764415.9,1117934.2,110168,DHAKA,KISHOREGANJ,KISHOREGANJ SADAR
163,AGRANI BANK PLC,11,PIRIJPUR BAZAR,"Pirojpur Sadar, Pirojpur 8500","22.58112425409674, 89.96866340056137",19543,0.05%,2023,11113409.82,8729780.77,95901.11,110169,DHAKA,KISHOREGANJ,BAJITPUR
164,AGRANI BANK PLC,11,SALNA BAZAR,Munsur Ali Plaza Salna Pachim Bazar Word Sadar Gazipur,"24.00923544159172, 90.34959846229765",1820374,5.00%,2023,1035188380,813158855.9,8932966.26,110170,DHAKA,GAZIPUR,GAZIPUR SADAR
165,AGRANI BANK PLC,11,BOIRAGIRHAT,"Basurhat Road, Daganbhuiyan, Feni 3920","22.928365304204274, 91.31818146006083",101761,0.36%,2023,56723521.81,44557333.73,489485.12,110171,CHATTOGRAM,FENI,DAGANBHUIYAN
166,AGRANI BANK PLC,11,FENI,"Trunk Road, Feni 3900","23.011025408832623, 91.39835199856407",246070,0.87%,2023,137164424.3,107745091.2,1183634.98,110172,CHATTOGRAM,FENI,FENI SADAR
167,AGRANI BANK PLC,11,KAMALAPATTY,"Kamalapatty, Feni 3900","23.011163577456458, 91.39580926410373",266576,0.94%,2023,148594793,116723848.8,1282271.23,110173,CHATTOGRAM,FENI,FENI SADAR
168,AGRANI BANK PLC,11,SONAGAZI,"Main Road, Sonagazi, Feni 3930","22.856530634821397, 91.42252233903493",262547,0.92%,2023,146348991.8,114959732,1262891.5,110174,CHATTOGRAM,FENI,SONAGAZI
169,AGRANI BANK PLC,11,DAGONBHUIYAN,"Basurhat Road, Daganbhuiyan, Feni 3920","22.96192396607233, 91.2855544508715",152641,0.54%,2023,85085282.71,66836000.59,734227.68,110175,CHATTOGRAM,FENI,DAGANBHUIYAN
170,AGRANI BANK PLC,11,CHHAGALNAIYA,"Main Road, Chhagalnaiya, Feni 3910","23.04045287697687, 91.51542084089222",187156,0.66%,2023,104324528.2,81948769.58,900249.18,110176,CHATTOGRAM,FENI,CHHAGALNAIYA
171,AGRANI BANK PLC,11,PARSHURAM,"Main Road, Parashuram, Feni 3940","23.02055368395664, 91.39719614776423",101072,0.36%,2023,56339570.8,44255733.39,486171.88,110177,CHATTOGRAM,FENI,PARSHURAM
172,AGRANI BANK PLC,11,"COLONEL MALEK MEDICAL
COLLEGE",Shah Khalilur Rahman Rd,"23.884903239089613, 89.99394083905602",65485,0.18%,2023,37239267.23,29252105.74,321349.35,110178,DHAKA,MANIKGANJ,MANIKGANJ SADAR
173,AGRANI BANK PLC,11,UJANI BAZAR,"Mukshudpur, Gopalganj","23.30636900851173, 89.92133533406331",57881,0.16%,2023,32915184.26,25855461.77,284035.48,110179,DHAKA,GOPALGANJ,MUKSUDPUR
174,AGRANI BANK PLC,11,GOPAYA,"Khan Mansion, Habiganj 3310","24.36045482470826, 91.42098933721246",151383,1.96%,2023,100938151.7,79288710.68,871027.07,110181,SYLHET,HABIGANJ,HABIGANJ SADAR
175,AGRANI BANK PLC,11,HABIGANJ,"Ashraf Jahan Complex, Habiganj 3310","24.382493073100644, 91.41342924092024",177710,2.31%,2023,118492612.8,93078051.67,1022510.04,110182,SYLHET,HABIGANJ,HABIGANJ SADAR
176,AGRANI BANK PLC,11,KAILASHGONJ,"Osmani Road, Nabiganj, Habiganj 3370","24.679236302016715, 91.63771297954696",155331,2.01%,2023,103570423.4,81356406.85,893741.77,110183,SYLHET,HABIGANJ,NABIGANJ
177,AGRANI BANK PLC,11,NABIGONJ,"Osmani Road, Nabiganj, Habiganj 3370","24.679021826930647, 91.63699414751945",189848,2.46%,2023,126586073,99435608.37,1092351.06,110184,SYLHET,HABIGANJ,NABIGANJ
178,AGRANI BANK PLC,11,SAYESTAGONJ,"K Ali Plaza, Daudnagar, PB Shaistaganj, Habiganj 3301","24.415152043065564, 91.45324579678089",30991,0.40%,2023,20664036.59,16231967.71,178316.47,110185,SYLHET,HABIGANJ,SHAYESTAGANJ
179,AGRANI BANK PLC,11,CHANDRAGHONA,"Chandraghona KPM, Chandraghona, Rangamati","22.53153119534493, 92.13130164636412",19680,0.07%,2023,10970028.82,8617152.46,94663.83,110191,CHATTOGRAM,RANGAMATI,CHANDRAGHONA
180,AGRANI BANK PLC,11,KAPTAI,"Kaptai, Rangamati","22.501660348078556, 92.212339298554",59693,0.21%,2023,33274081.84,26137382.2,287132.52,110192,CHATTOGRAM,RANGAMATI,KAPTAI
181,AGRANI BANK PLC,11,KHAGRACHORI,"Khagrachhari Sadar, Khagrachhari","23.115996693214992, 91.98204405319089",111833,0.39%,2023,62337969.18,48967581.85,537933.95,110196,CHATTOGRAM,KHAGRACHARI,KHAGRACHARI SADAR
182,AGRANI BANK PLC,11,BHABANIGANJ,"Bhabaniganj Bazar, Laxmipur 3702","22.9503940124942, 90.84083355573675",253237,0.89%,2023,141159549.4,110883332.9,1218110.17,110201,CHATTOGRAM,LAKSHMIPUR,LAKSHMIPUR SADAR
183,AGRANI BANK PLC,11,DALAL BAZAR,"Dalal Bazar, Lakshmipur 3701","22.969512812003472, 90.8070426678734",232705,0.82%,2023,129714180.5,101892792.4,1119344.48,110202,CHATTOGRAM,LAKSHMIPUR,LAKSHMIPUR SADAR
184,AGRANI BANK PLC,11,LAXMIPUR,"WRPH+Q7C, College Rd, Lakshmipur 3700","22.93716631233146, 90.8281960697264",198483,0.70%,2023,110638565.7,86908558.2,954735,110203,CHATTOGRAM,LAKSHMIPUR,LAKSHMIPUR SADAR
185,AGRANI BANK PLC,11,PANPARA BAZAR,"Ramganj, Lakshmipur 3720","23.10642127842213, 90.85788073718632",95768,0.34%,2023,53382768.99,41933113.06,460656.71,110204,CHATTOGRAM,LAKSHMIPUR,RAMGANJ
186,AGRANI BANK PLC,11,MANDARI BAZAR,"Chandraganj, Lakshmipur 3708","22.992137382861518, 91.06043889299288",8401,0.03%,2023,4682730.72,3678368.14,40408.76,110205,CHATTOGRAM,LAKSHMIPUR,CHANDRAGANJ
187,AGRANI BANK PLC,11,RAMGANJ,"Ramganj, Lakshmipur 3720","23.106411410279716, 90.85789146602255",342027,1.20%,2023,190652746.4,149761118.1,1645202.54,110206,CHATTOGRAM,LAKSHMIPUR,RAMGANJ
188,AGRANI BANK PLC,11,RAIPUR,"Raipur, Lakshmipur 3710","23.03740299700854, 90.76568721205594",236965,0.83%,2023,132089069.1,103758309.6,1139838.14,110207,CHATTOGRAM,LAKSHMIPUR,RAIPUR
189,AGRANI BANK PLC,11,RAMGATI,"Alexander, Ramgati, Lakshmipur 3730","22.681107190934117, 90.91849323173861",335243,1.18%,2023,186871208,146790652.5,1612570.45,110208,CHATTOGRAM,LAKSHMIPUR,RAMGATI
190,AGRANI BANK PLC,11,DASHERHAR,"Chandraganj, Lakshmipur 3708","22.963872510536774, 90.99406084419795",14001,0.05%,2023,7804551.2,6130613.57,67347.93,110209,CHATTOGRAM,LAKSHMIPUR,CHANDRAGANJ
191,AGRANI BANK PLC,11,KOTCHANDPUR,"Kotchandpur, Jhenaidah","23.407943941878642, 89.00874498137362",141121,0.82%,2023,94657734.46,74355331.43,816831.38,110210,KHULNA,JHENAIDAH,KOTCHANDPUR
192,AGRANI BANK PLC,11,AZIZNAGAR,"Aziz Nagar, Lama, Bandarban","21.91527758848806, 92.06422708776837",108995,0.38%,2023,60756010.76,47724925.41,524282.73,110211,CHATTOGRAM,BANDARBAN,LAMA
193,AGRANI BANK PLC,11,BHAGA BAZAR,"Vaga Bazar, Bagerhat","22.831606096932564, 89.55414231825536",178503,1.03%,2023,119731929.2,94051556.66,1033204.49,110212,KHULNA,BAGERHAT,RAMPAL
194,AGRANI BANK PLC,11,GANGNI,"Hatboalia Road, Gangni, Meherpur","23.818465000496857, 88.7527034390546",299607,1.73%,2023,200963144,157860118.5,1734174.2,110213,KHULNA,MEHERPUR,GANGNI
195,AGRANI BANK PLC,11,SREEPUR,"Sreepur, Gazipur 1740","24.202238446275068, 90.47872153121328",492792,1.35%,2023,280235024.2,220129588.2,2418236.2,110214,KHULNA,MAGURA,SREEPUR
196,AGRANI BANK PLC,11,MOHAMMADPUR,"71/C Asad Avenue, Mohammadpur, Dhaka 1207","23.75874473266859, 90.36369746461769",527771,1.45%,2023,300126461,235754665,2589885.67,110215,KHULNA,MAGURA,MOHAMMADPUR
197,AGRANI BANK PLC,11,BHUKSHIMOIL,"Shahjalal Market, Kulaura, Moulvibazar 3230","24.936492875174068, 91.87065777445828",54029,0.70%,2023,36025316.95,28298526.24,310873.8,110216,SYLHET,MOULVIBAZAR,KULAURA
198,AGRANI BANK PLC,11,FULLTALA BAZAR,"Fultola Bazar, Juri, Moulvibazar 3251","24.457543553392146, 92.15145193178016",148958,1.93%,2023,99321370.61,78018700.45,857075.36,110217,SYLHET,MOULVIBAZAR,JURI
199,AGRANI BANK PLC,11,GIASNAGAR,Giashnagar Moulvibazar,"24.444345432268904, 91.76235688309733",113014,1.47%,2023,75355127.48,59192790.86,650263.11,110218,SYLHET,MOULVIBAZAR,MOULVIBAZAR SADAR
200,AGRANI BANK PLC,11,KARMADHA,"Shahjalal Market, Kulaura, Moulvibazar 3230","24.494878937731503, 91.77025302962574",64835,0.84%,2023,43230380.35,33958231.48,373048.55,110219,SYLHET,MOULVIBAZAR,KULAURA
201,AGRANI BANK PLC,11,KOTARKONA,"Shahjalal Market, Kulaura, Moulvibazar 3230","24.492379527874927, 91.75308689165526",100855,1.31%,2023,67247258.31,52823915.64,580297.75,110220,SYLHET,MOULVIBAZAR,KULAURA
202,AGRANI BANK PLC,11,KULAURA,"Shahjalal Market, Kulaura, Moulvibazar 3230","24.440818127834326, 91.76063999236226",360195,4.67%,2023,240168779.7,188656841.6,2072491.97,110221,SYLHET,MOULVIBAZAR,KULAURA
203,AGRANI BANK PLC,11,VANUGAS BAZAR,"Bhanugacha Bazar, Karamatnagar, Kamalganj, Moulvibazar 3220","24.360716669246816, 91.8614743087682",259130,3.36%,2023,172781232.1,135722726.2,1490983.62,110222,SYLHET,MOULVIBAZAR,KAMALGANJ
204,AGRANI BANK PLC,11,MOSTAFAPUR,"Mostafapur, Moulvibazar 3200","24.49138040908525, 91.75283785544181",109590,1.42%,2023,73071638.77,57399069.92,630558.16,110223,SYLHET,MOULVIBAZAR,MOULVIBAZAR SADAR
205,AGRANI BANK PLC,11,MOULVI BAZAR,"Choumohana, M Saifur Rahman Road, Moulvibazar 3200","24.496988518019815, 91.77025030823246",119864,1.55%,2023,79922104.9,62780232.73,689672.99,110224,SYLHET,MOULVIBAZAR,MOULVIBAZAR SADAR
206,AGRANI BANK PLC,11,MUNSHI BAZAR,"Kholagram, Karimpur Tea Garden, Rajnagar, Moulvibazar 3235","24.495649605853835, 91.77196664512341",28171,0.37%,2023,18783699.64,14754929.65,162090.45,110225,SYLHET,MOULVIBAZAR,RAJANAGAR
207,AGRANI BANK PLC,11,RABIR BAZAR,"Shahjalal Market, Kulaura, Moulvibazar 3230","24.50060362975434, 91.7716231839114",72039,0.93%,2023,48033755.94,37731368.32,414498.39,110226,SYLHET,MOULVIBAZAR,KULAURA
208,AGRANI BANK PLC,11,SHINDUKHAN BAZAR,"Choumohana, Station Road, Sreemangal, Moulvibazar 3210","24.494266058284214, 91.75445676903657",103900,1.35%,2023,69277886.2,54419009.91,597820.68,110227,SYLHET,MOULVIBAZAR,SREEMANGAL
209,AGRANI BANK PLC,11,SREEMANGAL,"Choumohana, Station Road, Sreemangal, Moulvibazar 3210","24.494266058284214, 91.77093626148823",230889,2.99%,2023,153950858.2,120931133.1,1328490.4,110228,SYLHET,MOULVIBAZAR,SREEMANGAL
210,AGRANI BANK PLC,11,DIGHALIA BAZAR,Shah Ali Super Market Dighalia Lohagara Narail,"23.122805784104663, 89.64699401391127",102867,0.60%,2023,68998841.9,54199815.66,595412.72,110229,KHULNA,NARAIL,LOHAGORA
211,AGRANI BANK PLC,11,KHALISHPUR BAZAR,Bahar Ali Market Khalishpur Bazar Khalishpur Maheshpur Jhenaidah,"23.390457857858454, 88.94725531206313",332514,1.93%,2023,223035706.4,175198508.2,1924645.29,110230,KHULNA,JHENAIDAH,MOHESHPUR
212,AGRANI BANK PLC,11,KOMORPUR,"Mujib Nagar, Kedarganj, Meherpur 7100","23.665656669980816, 88.60409499487027",99143,0.57%,2023,66500745.94,52237516.91,573855.86,110231,KHULNA,MEHERPUR,MUZIBNAGAR
213,AGRANI BANK PLC,11,"SATKHIRA MEDICAL
COLLEGE","SATKHIRA MEDICAL
COLLEGE, shatkhira","22.690391854768315, 89.04714468321276",253491,1.47%,2023,170030299.6,133561819.9,1467244.96,110232,KHULNA,SATKHIRA,SATKHIRA SADAR
214,AGRANI BANK PLC,11,BADALKOTE BAZAR,"Chatkhil, Noakhali 3870","23.07403447899806, 91.01323277182848",48983,0.17%,2023,27304184.35,21447921.7,235616.4,110241,CHATTOGRAM,NOAKHALI,CHATKHIL
215,AGRANI BANK PLC,11,BADAMTALI,"Badamtoli Road, Chowmohani, Begumganj, Noakhali 3821","22.962942073885404, 91.12331049641058",109862,0.39%,2023,61239071.07,48104377.87,528451.21,110242,CHATTOGRAM,NOAKHALI,BEGUMGANJ
216,AGRANI BANK PLC,11,BASHURHAT,"Main Road, Bashurhat, Companiganj, Noakhali 3850","22.947002661139322, 91.53204342579627",301310,1.06%,2023,167956269.6,131932632.5,1449347.5,110243,CHATTOGRAM,NOAKHALI,COMPANIGANJ
217,AGRANI BANK PLC,11,BAZRA BAZAR,"Sonaimuri Bazar, Sonaimuri, Noakhali 3827","23.049927297740204, 91.09789004143087",58895,0.21%,2023,32829215.96,25787932.14,283293.63,110244,CHATTOGRAM,NOAKHALI,SONAIMURI
218,AGRANI BANK PLC,11,AMISHAPARA,"Sonaimuri Bazar, Sonaimuri, Noakhali 3827","23.051651489920662, 91.09788948187858",49079,0.17%,2023,27357679.96,21489943.45,236078.03,110245,CHATTOGRAM,NOAKHALI,SONAIMURI
